Request Rate,Payload Size,Unique IPs,Label
1313,7520,34,1
478,9089,49,1
1255,879,41,1
923,2992,22,0
420,5634,38,1
157,3406,27,0
550,3002,21,0
1465,3818,41,1
1121,121,31,1
1021,1600,27,1
997,9134,37,1
1435,3741,2,1
951,5312,47,1
289,291,9,0
1278,8687,19,1
196,7274,42,1
598,5214,36,1
1858,4762,10,1
1546,4426,40,1
517,9165,45,1
1659,4435,39,1
1866,8381,7,1
865,8748,4,0
1142,9296,15,1
806,5594,12,0
1933,8636,48,1
1183,2811,6,1
815,7695,9,0
228,6373,35,1
1901,6384,8,1
216,9408,7,0
948,8917,4,0
1720,4094,13,1
15,1778,19,0
1181,8514,7,1
1672,843,10,1
1285,562,25,1
1181,1668,44,1
47,1836,35,1
324,8003,25,0
844,7102,29,0
1709,8956,12,1
130,1456,47,1
1435,1114,40,1
95,1154,12,0
627,1864,6,0
755,6109,10,0
1956,4558,2,1
1316,9704,45,1
794,767,25,0
1835,3470,7,1
1307,6076,40,1
69,1494,23,0
1684,8390,48,1
11,4170,11,0
1278,7082,36,1
1866,8713,49,1
872,5699,48,1
550,3750,23,0
1158,9424,43,1
712,9994,7,0
23,3720,27,0
815,3290,13,0
346,8889,17,0
302,491,32,1
363,1175,26,0
396,2750,22,0
218,2484,13,0
141,909,12,0
1640,8147,7,1
958,5601,1,0
1234,6995,33,1
985,1259,14,0
993,7674,47,1
1647,1631,43,1
1640,5581,41,1
828,7648,17,0
683,5076,4,0
1484,5795,39,1
1004,8545,1,1
356,3648,41,1
1008,6263,45,1
1348,6771,24,1
1157,5364,34,1
888,1331,34,1
1829,2523,24,1
1864,8171,15,1
127,4361,17,0
1130,9865,13,1
1009,3008,7,1
604,4812,9,0
1823,6855,44,1
1402,9917,35,1
1929,3983,23,1
1014,3615,47,1
51,3503,39,1
1053,4698,23,1
1486,5108,26,1
1320,6322,1,1
1321,4109,14,1
1750,2835,32,1
779,4591,48,1
1431,8693,10,1
1793,1074,1,1
814,323,5,0
1637,4713,3,1
1429,6877,49,1
1370,8527,27,1
1646,4311,22,1
420,325,18,0
1206,8283,16,1
983,4377,2,0
825,1441,47,1
1025,4136,13,1
1855,8501,45,1
1974,3827,16,1
567,4028,8,0
371,2903,43,1
936,9401,8,0
1935,6658,10,1
661,493,33,1
1455,6939,31,1
969,9135,12,0
1333,9816,9,1
1161,8895,37,1
202,681,9,0
1460,232,48,1
313,2938,18,0
117,3485,30,0
1690,3870,32,1
937,2368,40,1
1827,1075,23,1
575,7705,11,0
244,7313,20,0
537,9835,19,0
1626,2935,36,1
75,2838,26,0
1830,9649,10,1
386,4234,24,0
1927,9608,13,1
1234,6933,46,1
475,8453,34,1
418,2009,29,0
347,9419,36,1
1553,9950,7,1
640,2063,30,0
939,5253,17,0
955,1066,48,1
876,989,13,0
763,3161,24,0
1203,6561,31,1
1206,6266,27,1
664,7067,21,0
25,9958,44,1
1991,8201,1,1
1204,7479,15,1
710,9733,3,0
1525,7380,6,1
1880,1167,14,1
1185,4323,38,1
177,9118,33,1
285,4707,38,1
63,4085,8,0
1003,3279,26,1
662,4638,15,0
666,2462,14,0
156,2324,48,1
1906,6471,20,1
1493,1826,48,1
1073,5891,19,1
967,8173,33,1
849,8558,36,1
1108,7113,24,1
1385,937,10,1
689,4684,34,1
148,786,36,1
1654,456,47,1
342,9163,36,1
476,4747,16,0
1087,4518,15,1
1725,6742,18,1
1384,3491,7,1
561,4457,47,1
327,4979,22,0
1793,5419,32,1
1760,2839,43,1
1165,9610,19,1
990,9827,40,1
215,4884,1,0
435,977,35,1
1915,2970,5,1
952,392,12,0
723,9943,12,0
1342,8828,21,1
32,2786,19,0
670,333,9,0
285,2474,43,1
1329,2372,49,1
429,1066,48,1
1501,989,36,1
286,3963,42,1
1168,6254,47,1
1448,3500,32,1
1043,8326,35,1
18,4642,31,1
769,3623,32,1
590,1863,37,1
1395,3391,32,1
1199,2588,43,1
1010,1658,37,1
194,4790,39,1
502,6221,38,1
988,2376,30,0
1137,4539,32,1
114,1203,45,1
1246,7620,2,1
1702,9711,11,1
947,5509,20,0
831,9770,37,1
1668,7969,9,1
1921,3056,38,1
1288,7810,49,1
925,6117,19,0
55,9674,40,1
1895,3484,7,1
1667,9861,5,1
800,128,47,1
778,8997,42,1
1482,9312,24,1
1902,9738,48,1
162,7856,41,1
1404,7048,7,1
87,5855,11,0
55,3702,9,0
1500,5162,49,1
1824,8171,30,1
1202,7344,41,1
1415,6472,3,1
1373,7205,22,1
1032,3681,40,1
833,2862,20,0
313,672,32,1
759,7805,48,1
1859,714,7,1
443,4150,7,0
1791,425,20,1
328,3840,25,0
1078,458,45,1
761,3877,35,1
1263,6006,44,1
1253,1821,24,1
579,1449,40,1
1075,3796,13,1
1633,3996,48,1
1628,4360,39,1
1007,9888,4,1
1288,9919,12,1
1442,7041,17,1
1827,3908,1,1
96,5346,17,0
1112,8484,2,1
1102,3945,6,1
1312,2677,44,1
1144,191,11,1
814,4334,43,1
491,8772,18,0
1936,6692,40,1
452,8228,25,0
1524,1175,39,1
165,2613,28,0
182,8268,46,1
469,6961,16,0
910,9090,12,0
735,704,41,1
823,3079,29,0
944,7240,23,0
7,7165,21,0
330,5016,16,0
775,6900,48,1
1697,697,41,1
151,9824,45,1
1109,7420,26,1
147,8805,37,1
1648,5722,22,1
1405,1977,10,1
915,1799,7,0
1572,9321,9,1
1309,5880,25,1
700,816,46,1
82,4186,15,0
514,765,13,0
1921,7946,42,1
815,6711,46,1
709,1179,26,0
1940,8519,21,1
1547,8440,23,1
746,1169,44,1
1023,5363,28,1
1410,8051,38,1
707,1463,12,0
471,4608,24,0
1143,1855,13,1
396,619,40,1
1556,5563,48,1
261,7333,2,0
805,1202,39,1
934,697,12,0
1280,3373,39,1
1758,5881,14,1
905,6356,30,0
1250,7358,41,1
1077,8880,43,1
940,6654,48,1
1891,9699,19,1
1524,8102,31,1
1530,4946,43,1
854,9921,43,1
1388,9286,25,1
1304,4898,4,1
593,6705,13,0
714,3086,36,1
1182,500,42,1
632,2955,37,1
59,3512,3,0
1751,156,16,1
128,8122,26,0
736,1975,40,1
721,4643,39,1
1906,4398,19,1
1139,3868,46,1
1233,5852,15,1
526,4933,32,1
521,1453,49,1
552,5087,21,0
1986,6697,1,1
237,4411,6,0
1305,3034,27,1
1383,122,23,1
1225,1309,47,1
1782,9040,31,1
1302,904,12,1
1259,8425,21,1
494,4516,2,0
4,8725,5,0
666,5241,9,0
442,5068,20,0
29,3771,46,1
1133,7392,18,1
610,7101,22,0
1751,2198,8,1
805,8544,34,1
75,5161,9,0
838,9421,7,0
1170,3364,30,1
128,5535,18,0
1877,8593,27,1
42,6791,16,0
1380,2863,21,1
41,4105,5,0
934,3341,29,0
34,3157,47,1
1041,650,37,1
1701,5674,43,1
1177,5511,22,1
998,1687,14,0
1402,6020,19,1
588,5360,35,1
1623,4509,24,1
1653,5883,42,1
1898,812,6,1
342,5506,3,0
27,8090,34,1
1849,7520,45,1
1311,6943,2,1
646,2533,15,0
731,3401,37,1
168,370,15,0
610,1179,32,1
268,5422,21,0
1773,8895,17,1
821,5357,34,1
455,8082,32,1
906,9877,47,1
1709,6314,23,1
1425,5106,35,1
922,4085,37,1
981,9687,43,1
1500,8891,41,1
702,8805,37,1
634,6091,33,1
1582,6327,25,1
1600,9358,46,1
130,7933,37,1
1020,2986,40,1
1846,2753,21,1
1387,9380,46,1
1729,4964,48,1
819,2614,38,1
693,4069,40,1
1316,3384,34,1
1395,7840,19,1
794,4666,27,0
29,2296,9,0
149,889,5,0
1803,3575,5,1
1320,9956,25,1
11,1409,26,0
1536,964,19,1
676,5489,30,0
1137,3463,36,1
187,8315,48,1
807,3103,48,1
744,8602,16,0
1251,1331,7,1
1334,8059,18,1
98,2811,21,0
55,6681,31,1
623,7805,1,0
664,521,3,0
758,1046,31,1
406,9478,25,0
69,1934,8,0
1336,1664,1,1
1313,7432,7,1
1786,5044,7,1
1572,1408,8,1
751,3086,19,0
1172,486,17,1
1491,6231,11,1
1763,9453,47,1
1268,3358,41,1
1515,6221,49,1
1873,4911,11,1
958,6674,38,1
1531,6797,41,1
365,4033,2,0
482,1539,4,0
201,6269,28,0
154,4580,33,1
1474,155,11,1
1525,3424,3,1
73,6877,40,1
713,205,5,0
296,3301,21,0
1041,769,22,1
1665,9034,37,1
1241,1066,11,1
61,407,44,1
939,2238,22,0
1640,209,41,1
42,3732,13,0
25,6828,3,0
1063,5784,13,1
1827,6599,28,1
131,2015,11,0
1522,656,11,1
1253,7719,21,1
108,204,21,0
172,2147,7,0
1459,245,17,1
1502,973,48,1
102,398,14,0
866,3338,33,1
524,8937,11,0
275,6482,13,0
1637,2611,1,1
1068,6696,34,1
1979,883,9,1
817,5092,13,0
957,470,37,1
1041,586,30,1
330,7478,41,1
1593,3296,45,1
1847,9652,37,1
1521,4387,47,1
1839,2361,7,1
12,9248,14,0
1342,8672,48,1
1616,338,6,1
216,6943,34,1
339,1205,16,0
1800,1486,37,1
661,9819,36,1
1105,1767,46,1
1751,2791,6,1
1509,7856,8,1
374,2096,24,0
976,1525,3,0
710,8123,4,0
1224,6949,32,1
1561,3347,1,1
466,2692,34,1
1113,1590,45,1
1292,1324,9,1
1679,2687,12,1
1595,7814,10,1
1946,3164,10,1
489,7904,44,1
1901,932,48,1
1562,2540,23,1
47,4895,6,0
1312,1746,24,1
778,540,24,0
1040,6056,21,1
711,9821,42,1
401,2467,31,1
1943,6796,47,1
1818,5290,41,1
981,4763,30,0
1110,7162,34,1
250,4431,18,0
391,9596,12,0
1806,3134,35,1
335,9477,7,0
629,3362,41,1
1543,2207,40,1
137,7136,25,0
883,4420,6,0
688,6038,1,0
1864,2847,46,1
1522,4777,16,1
827,8072,48,1
727,4364,4,0
1501,3233,29,1
594,1565,38,1
1247,4209,47,1
990,2311,28,0
372,5639,22,0
935,9835,8,0
995,1789,32,1
402,9863,33,1
1467,7827,13,1
1514,7864,27,1
615,4641,18,0
1297,3641,18,1
1550,918,13,1
1183,4621,22,1
1176,1224,14,1
995,5760,11,0
620,5741,39,1
188,1229,22,0
1837,1802,36,1
1122,2101,17,1
131,7012,32,1
805,3978,14,0
1195,7332,42,1
936,6431,29,0
986,6135,6,0
183,6623,4,0
983,8211,11,0
364,8836,45,1
39,2501,40,1
1551,9581,10,1
1912,9074,28,1
497,639,11,0
1540,5715,35,1
1373,3056,15,1
982,8177,8,0
921,3822,20,0
1421,5187,21,1
722,6560,1,0
1185,2270,29,1
16,3491,24,0
493,7042,30,0
1450,1716,40,1
1132,9208,35,1
894,6558,33,1
1474,2856,20,1
311,6953,16,0
739,7809,9,0
1194,2036,31,1
546,3191,17,0
414,1068,31,1
251,7397,48,1
759,3303,23,0
1805,6599,6,1
1165,5273,30,1
1298,989,7,1
1440,9084,48,1
1632,9273,40,1
1763,7482,42,1
1915,3631,46,1
1063,901,11,1
814,8334,34,1
29,3449,12,0
958,8105,45,1
477,3301,47,1
318,449,27,0
245,9859,12,0
748,9421,13,0
697,683,8,0
272,3477,16,0
1464,6128,29,1
1772,7794,35,1
1263,6296,29,1
377,7183,31,1
266,3501,13,0
926,3285,12,0
921,5385,2,0
1383,9454,33,1
340,6872,8,0
389,8590,41,1
577,3447,40,1
1713,888,49,1
3,5045,41,1
1453,2989,32,1
1166,9669,38,1
376,5373,28,0
1694,3372,15,1
324,9169,23,0
146,5334,24,0
1982,9869,13,1
293,7002,21,0
1689,7712,12,1
432,2592,13,0
705,6845,39,1
949,9674,23,0
1999,4340,46,1
585,2422,43,1
399,5398,28,0
817,1961,14,0
1913,6720,17,1
1368,4147,24,1
964,7681,34,1
1164,7420,48,1
187,1198,22,0
1829,5347,10,1
61,1834,8,0
939,4763,21,0
1404,6009,37,1
710,3516,7,0
807,6402,26,0
1464,7693,13,1
1343,780,16,1
1326,8263,30,1
1368,2170,31,1
11,6768,5,0
1086,8101,32,1
1869,2291,16,1
226,8959,47,1
1177,9904,9,1
1735,7686,22,1
564,8972,44,1
772,9264,40,1
1595,2946,45,1
1608,2563,37,1
1684,6937,14,1
1885,5022,16,1
1599,4492,43,1
1334,3283,20,1
885,3267,44,1
1267,3097,15,1
1517,6621,44,1
1390,3327,26,1
1354,6664,9,1
1131,2124,1,1
226,429,35,1
825,2586,44,1
218,1255,20,0
937,4577,45,1
753,2285,6,0
506,7186,42,1
259,2417,10,0
1912,3721,48,1
1798,4591,33,1
1541,2611,16,1
1797,7942,36,1
54,8741,6,0
1071,9646,19,1
727,7948,31,1
689,5504,2,0
1545,5493,18,1
1123,1393,42,1
1044,2565,28,1
1914,3275,4,1
1777,7949,1,1
1597,9525,47,1
1915,9729,42,1
1514,8544,16,1
419,8310,45,1
690,2859,47,1
850,5355,2,0
62,8514,36,1
1169,102,1,1
216,8230,39,1
3,1359,23,0
160,8290,26,0
1763,4423,11,1
781,5873,42,1
1144,2668,1,1
893,1985,11,0
1113,7160,24,1
329,7944,10,0
580,6211,14,0
1934,9591,14,1
1381,2438,7,1
1634,9368,23,1
1291,3858,43,1
1641,4910,22,1
952,9239,36,1
1347,6891,27,1
635,7271,2,0
988,2831,39,1
1565,969,46,1
1673,5266,19,1
1219,193,7,1
921,3087,12,0
738,8727,3,0
1356,5047,47,1
170,6751,5,0
521,7079,8,0
1487,6894,14,1
40,6624,36,1
1561,3244,7,1
1285,3687,7,1
1419,176,46,1
955,9107,32,1
1250,9059,8,1
984,6653,12,0
1148,8397,10,1
975,6794,14,0
38,2973,9,0
328,3446,38,1
1275,7124,30,1
1925,3248,5,1
1200,9757,1,1
1626,344,1,1
914,2725,20,0
454,3949,49,1
37,9697,11,0
1340,9273,26,1
1712,7837,44,1
973,8433,3,0
796,992,6,0
1989,5587,43,1
973,7351,45,1
593,7410,11,0
1138,2499,8,1
1064,4740,29,1
1325,3060,10,1
224,7425,34,1
318,1569,24,0
349,3474,46,1
115,8947,48,1
698,8334,17,0
1347,8023,32,1
1592,5222,11,1
1064,9952,34,1
1890,5487,24,1
40,7731,5,0
1883,7326,29,1
1997,5208,48,1
1773,2324,48,1
1313,2210,34,1
1286,1057,16,1
216,7246,25,0
1171,660,37,1
336,9622,8,0
1192,7513,29,1
92,1412,46,1
353,1921,25,0
571,5746,42,1
1595,5045,23,1
816,5474,34,1
1705,2751,3,1
781,4801,30,0
363,2977,34,1
557,5682,32,1
1369,5490,29,1
1717,4183,9,1
1194,845,2,1
356,8849,39,1
191,1041,7,0
1691,4123,46,1
422,2396,5,0
700,1039,8,0
7,1710,32,1
133,6400,18,0
1771,1825,38,1
557,9276,46,1
826,9879,18,0
761,9628,49,1
1055,8953,41,1
535,7287,45,1
426,132,16,0
1418,6085,21,1
672,3514,10,0
363,1256,42,1
1461,3226,4,1
1694,8352,44,1
1575,1643,8,1
1951,371,47,1
82,5395,19,0
356,4176,47,1
1282,6002,40,1
1742,2809,40,1
589,9446,9,0
1548,5321,30,1
295,8629,17,0
1986,6822,40,1
1248,8301,44,1
1549,4244,15,1
1070,5706,4,1
1691,6866,6,1
1137,830,16,1
1257,4990,26,1
17,1748,37,1
360,4328,23,0
1247,2230,13,1
866,4466,47,1
700,1606,17,0
448,2258,27,0
856,3016,22,0
365,3329,37,1
675,9958,19,0
1008,6365,39,1
1350,4236,35,1
467,2789,13,0
414,7290,14,0
1479,2910,48,1
586,6252,31,1
1257,112,45,1
1248,6038,2,1
994,8099,46,1
1855,7319,39,1
1436,5428,37,1
572,3721,14,0
335,3783,9,0
1246,7972,10,1
37,5410,7,0
989,752,28,0
278,5899,46,1
1220,8912,25,1
916,3890,46,1
1888,1745,28,1
484,4612,2,0
1266,4859,17,1
1348,5974,4,1
731,3788,13,0
192,7789,18,0
1041,1479,3,1
524,4343,37,1
918,9680,33,1
401,6607,41,1
1930,7919,24,1
886,8693,8,0
705,2753,35,1
22,5711,2,0
474,6227,33,1
1144,4023,12,1
210,8559,22,0
306,6012,13,0
1294,5230,10,1
704,5539,17,0
687,7980,43,1
285,6549,5,0
716,1825,9,0
1700,9404,13,1
763,7622,23,0
1251,4884,30,1
948,9572,43,1
381,1332,4,0
460,8908,21,0
1031,8438,43,1
29,7546,9,0
907,4716,7,0
1057,4825,16,1
1670,3777,23,1
879,6387,23,0
79,8580,31,1
1952,1509,5,1
947,8305,6,0
459,356,1,0
570,1821,48,1
1562,1523,28,1
1506,5053,18,1
1454,3090,24,1
738,1295,13,0
1309,4659,33,1
516,4465,10,0
1123,1344,7,1
397,6866,37,1
1513,5402,32,1
39,1406,45,1
1295,2502,22,1
887,596,16,0
797,3499,24,0
157,1009,14,0
1099,472,11,1
884,6336,19,0
1824,1444,23,1
1154,8615,34,1
1711,2531,40,1
974,4770,13,0
1108,2884,39,1
1046,9507,44,1
1483,1795,28,1
1563,2007,40,1
1731,4914,16,1
849,880,28,0
1406,1119,4,1
748,1503,28,0
1464,1526,12,1
1628,8955,16,1
989,5968,49,1
21,110,36,1
303,6430,20,0
869,9330,26,0
1979,2925,26,1
84,7564,22,0
1798,3103,9,1
1683,9367,5,1
1977,7295,17,1
1477,6820,49,1
1411,3188,34,1
1531,1889,2,1
1281,3136,7,1
570,7477,36,1
1916,7698,13,1
934,4938,20,0
1551,5972,30,1
1186,3753,30,1
1981,4399,11,1
1187,9368,31,1
1856,1073,3,1
1009,7183,2,1
793,5594,48,1
792,9591,3,0
1548,3506,15,1
1810,5250,17,1
1295,9450,48,1
492,3229,7,0
208,204,48,1
1563,7533,5,1
1608,7789,34,1
1084,3667,33,1
430,4448,45,1
985,4490,16,0
1681,6911,37,1
1629,1281,3,1
1333,4744,47,1
520,5973,48,1
591,4494,43,1
1051,3634,21,1
1710,5944,41,1
1586,6039,8,1
199,6575,22,0
387,1874,5,0
349,8383,17,0
960,546,37,1
1964,208,14,1
693,3339,39,1
1560,6031,41,1
1852,4153,28,1
378,4637,31,1
899,6461,17,0
916,1345,35,1
1582,2820,40,1
527,8569,22,0
1177,7841,45,1
734,5205,48,1
206,3022,29,0
455,2613,10,0
1297,9130,18,1
1918,2901,35,1
1260,7081,44,1
1876,8321,16,1
1764,6602,49,1
521,6138,7,0
1702,6329,30,1
1968,9549,19,1
1017,464,23,1
956,1900,8,0
1855,6058,17,1
726,9196,21,0
1014,7536,26,1
501,4893,28,0
117,8260,39,1
386,279,33,1
1368,3973,40,1
584,4060,19,0
395,1286,29,0
1088,873,20,1
1741,4560,20,1
721,452,10,0
72,7043,12,0
1813,5302,33,1
274,5444,25,0
1344,4607,25,1
338,4930,4,0
1390,217,4,1
1519,581,9,1
607,4387,15,0
166,6902,26,0
1568,8398,15,1
11,4577,26,0
1325,6633,28,1
729,343,7,0
801,7112,32,1
102,965,12,0
1449,9853,35,1
1416,5429,32,1
779,703,9,0
214,5856,14,0
1715,4118,13,1
1112,5292,44,1
1577,2115,33,1
401,9950,32,1
588,3480,19,0
889,3870,30,0
1070,5929,16,1
1696,1713,12,1
1487,1979,10,1
592,5472,2,0
1334,4208,18,1
1110,9391,13,1
92,9366,29,0
1684,9078,24,1
673,248,38,1
714,1854,12,0
936,7478,29,0
1952,6781,22,1
242,3856,36,1
1889,9471,1,1
2,9216,43,1
225,5492,40,1
801,9895,34,1
1769,3152,34,1
1997,5792,48,1
1950,4318,33,1
1953,4903,4,1
589,2477,38,1
116,5186,30,0
1690,3282,46,1
918,3260,20,0
1127,6676,26,1
194,9003,15,0
1190,2686,7,1
871,2748,7,0
90,7413,29,0
1710,1817,23,1
122,5408,34,1
143,7507,20,0
994,970,15,0
106,3674,33,1
887,5927,17,0
428,8086,20,0
1329,8562,13,1
1896,9835,44,1
1995,8841,24,1
317,5869,47,1
1987,5833,37,1
635,3340,7,0
1926,9654,8,1
9,4993,23,0
774,9576,14,0
1097,986,4,1
1383,5954,21,1
223,5418,46,1
1440,2358,10,1
553,4482,22,0
1394,1885,30,1
716,7827,30,0
1288,395,16,1
1864,2697,11,1
1714,780,22,1
1884,4990,29,1
1342,4398,25,1
1108,424,14,1
1342,8052,14,1
111,1086,2,0
251,3218,13,0
383,860,3,0
7,7858,30,0
459,9328,18,0
1108,1006,36,1
208,5599,21,0
900,464,19,0
1414,7869,16,1
1338,3513,28,1
22,8127,4,0
410,8039,15,0
895,9361,1,0
515,3181,48,1
1151,5548,47,1
809,3358,16,0
1724,2207,20,1
874,8028,33,1
14,3033,17,0
971,2929,5,0
978,8733,5,0
1014,5106,39,1
1036,1659,13,1
87,1841,44,1
1548,5930,36,1
909,7623,30,0
1561,725,4,1
1325,1790,23,1
1267,8382,21,1
122,6410,21,0
1171,3106,6,1
1591,4402,24,1
750,1188,47,1
1380,6107,31,1
685,4711,19,0
1928,9472,38,1
1757,8028,12,1
1655,4590,14,1
309,8478,12,0
695,1697,15,0
288,3847,19,0
307,2770,28,0
1836,8531,40,1
1618,2680,41,1
1990,7532,5,1
914,8430,5,0
1747,2606,6,1
662,4825,23,0
549,4400,3,0
1376,8859,37,1
312,7102,33,1
873,9173,43,1
1083,6231,21,1
1667,8931,20,1
924,4637,1,0
1738,2435,39,1
755,4421,47,1
35,3085,17,0
445,659,29,0
93,813,8,0
1974,4693,26,1
1983,4088,28,1
1231,6303,34,1
353,356,26,0
903,8868,13,0
1356,137,44,1
1841,8752,37,1
862,9732,13,0
1749,1932,38,1
159,7700,25,0
1978,5267,47,1
957,532,23,0
24,4251,22,0
404,6511,21,0
805,1851,30,0
516,5097,11,0
732,5820,4,0
1388,7716,33,1
1406,356,47,1
532,771,12,0
956,589,9,0
152,6989,32,1
1586,2196,11,1
1713,1782,37,1
947,2560,24,0
608,4629,7,0
1641,5221,8,1
420,2075,33,1
1274,3316,25,1
1141,9681,1,1
866,4615,3,0
1536,5792,40,1
1764,9876,28,1
578,5039,43,1
335,5663,33,1
1442,3063,46,1
932,4629,1,0
1798,6886,38,1
295,6300,27,0
1962,1076,38,1
755,7445,35,1
1395,145,10,1
186,1293,12,0
1270,4612,10,1
637,5043,34,1
1292,6382,24,1
1667,346,28,1
1261,3319,22,1
530,9083,45,1
1576,736,16,1
21,3875,13,0
911,2521,36,1
1761,9380,36,1
867,4283,43,1
794,812,23,0
1544,5945,14,1
100,5423,32,1
752,6132,3,0
478,3744,27,0
1623,7873,19,1
1322,2208,22,1
940,3714,1,0
526,9534,5,0
334,7057,49,1
2,5379,33,1
375,4432,19,0
293,4000,36,1
837,8039,6,0
1958,7063,15,1
1005,4668,36,1
553,7938,33,1
318,1945,24,0
1526,482,27,1
1852,4212,49,1
381,7169,11,0
1647,3910,49,1
14,1609,23,0
504,7673,33,1
231,1678,41,1
1108,979,46,1
130,2262,47,1
1767,9864,29,1
838,9940,31,1
1169,7814,1,1
891,1459,34,1
1881,4531,18,1
28,8248,18,0
66,4060,6,0
1187,3911,40,1
1253,4342,1,1
261,4317,47,1
1473,180,42,1
1448,2832,30,1
460,7933,4,0
1976,2809,32,1
1700,2522,10,1
301,3741,43,1
919,767,5,0
1327,2596,9,1
287,3599,5,0
1419,9736,11,1
1034,9637,35,1
1731,8180,27,1
630,6923,4,0
270,1289,10,0
592,6704,39,1
1994,8750,33,1
1629,9504,38,1
1802,9203,8,1
844,1125,49,1
862,7885,24,0
1385,171,39,1
1281,5646,33,1
133,2785,41,1
1300,9485,43,1
1800,7472,19,1
1707,1948,2,1
972,2122,11,0
513,6438,35,1
313,3841,17,0
576,1398,42,1
886,4202,3,0
1308,1004,22,1
1145,3126,35,1
1131,6809,21,1
1957,4811,25,1
687,8121,39,1
1228,6069,2,1
165,2720,1,0
305,2746,7,0
1521,4965,20,1
1656,7445,43,1
1580,2389,6,1
1848,7470,36,1
156,3972,21,0
1391,9777,46,1
1743,7790,35,1
1926,1540,36,1
620,865,8,0
1275,4192,4,1
957,9441,43,1
1940,2766,16,1
1906,8755,3,1
334,6068,7,0
1666,7741,2,1
969,2281,1,0
511,9934,1,0
1317,3988,38,1
1044,940,7,1
282,5999,24,0
797,4218,5,0
1025,665,21,1
119,6105,28,0
1059,9256,18,1
198,9287,24,0
485,7326,32,1
1781,9479,45,1
1083,5990,33,1
837,4411,10,0
1185,7836,9,1
1009,8948,49,1
691,3082,33,1
1230,9405,33,1
1036,6183,7,1
490,656,4,0
276,3119,28,0
693,2680,23,0
242,8246,32,1
1240,8343,44,1
1275,9653,16,1
1835,9486,46,1
126,4119,10,0
217,3238,14,0
1330,9940,39,1
1821,771,36,1
1209,877,34,1
1063,5027,24,1
1247,3122,18,1
1208,1960,16,1
495,3239,41,1
427,1174,37,1
1202,9575,41,1
919,6863,25,0
1452,2086,8,1
1318,9293,24,1
1876,6427,20,1
151,1146,48,1
384,2276,30,0
1662,2438,20,1
1837,600,18,1
308,2333,4,0
1360,4708,48,1
1970,7334,36,1
746,8072,6,0
892,6710,3,0
375,700,18,0
1032,4384,47,1
1365,9280,40,1
129,4583,18,0
1015,6001,23,1
1800,6229,35,1
669,1854,6,0
1376,2564,26,1
1382,4582,21,1
517,9786,24,0
1519,9144,15,1
86,7500,27,0
1199,6906,32,1
1826,8743,12,1
1217,7496,5,1
311,7438,7,0
1143,5341,22,1
1242,7494,27,1
427,6537,15,0
1994,4795,39,1
1438,2688,45,1
114,1882,35,1
1169,6047,26,1
1562,6694,23,1
1672,3620,13,1
303,3318,26,0
744,3857,3,0
1905,4116,29,1
588,2937,2,0
987,6100,28,0
1864,7134,23,1
345,7409,36,1
814,4339,49,1
1988,4528,6,1
801,9711,11,0
1025,4250,38,1
1171,9622,34,1
1311,1546,17,1
1678,9732,3,1
1077,6568,44,1
1328,5890,46,1
1093,4275,34,1
361,5180,22,0
1626,964,29,1
1982,6960,29,1
1244,8763,5,1
1986,6317,10,1
1010,5772,10,1
704,1602,9,0
1990,4784,21,1
575,1510,13,0
1609,3870,10,1
1185,4759,38,1
1705,4101,11,1
1113,3583,4,1
688,4662,46,1
781,698,31,1
585,9283,49,1
1781,3141,34,1
589,8260,42,1
1183,6491,35,1
489,7387,39,1
971,166,39,1
1348,8223,33,1
1634,2850,8,1
1405,8761,32,1
1126,6906,33,1
494,6529,8,0
1668,8223,46,1
1638,1731,14,1
19,6552,34,1
1478,874,8,1
1506,6207,42,1
1618,7904,7,1
397,9778,13,0
1001,4119,21,1
1303,1029,47,1
851,3112,32,1
1389,5124,11,1
1355,6364,14,1
1665,8073,11,1
1368,9797,2,1
822,4829,34,1
455,8061,44,1
1625,2919,47,1
725,6755,17,0
1679,1284,14,1
1089,8580,25,1
1100,6443,48,1
711,627,27,0
143,1016,8,0
917,3674,17,0
1939,3419,5,1
828,1506,12,0
605,1341,38,1
1497,5306,18,1
1441,7349,26,1
305,3233,31,1
736,898,37,1
1521,1623,6,1
291,7309,41,1
1964,5028,15,1
102,2988,42,1
1291,2790,49,1
867,4191,26,0
968,7382,12,0
1646,9533,41,1
974,6349,47,1
842,790,14,0
962,8819,1,0
942,1595,17,0
1801,992,33,1
1027,8678,29,1
85,9541,45,1
1818,5973,31,1
328,4603,8,0
816,997,30,0
1474,810,13,1
454,3795,16,0
1948,2786,2,1
629,7288,45,1
1245,5878,18,1
1178,7868,35,1
665,5113,45,1
12,4612,19,0
1157,515,13,1
304,9763,4,0
1317,4280,19,1
975,4362,25,0
1324,2615,38,1
1764,9387,31,1
783,9101,36,1
43,5740,4,0
944,6716,39,1
343,1092,7,0
1350,9573,16,1
1838,4470,48,1
498,1873,5,0
364,3661,47,1
891,3916,23,0
427,6733,36,1
1005,1856,32,1
21,2473,24,0
407,2676,25,0
619,9183,45,1
1015,4284,28,1
336,8999,19,0
1839,2497,7,1
1141,6069,44,1
1148,4635,41,1
399,6983,17,0
793,8227,2,0
1828,9268,16,1
715,834,39,1
51,732,18,0
1807,4368,39,1
324,4199,1,0
789,3001,3,0
141,1763,21,0
